Id	Predicted_Categories
8401.0	Business
8405.0	Film
8408.0	Business
8415.0	Politics
8417.0	Business
8421.0	Politics
8429.0	Politics
8438.0	Politics
8447.0	Film
8448.0	Politics
8454.0	Business
8464.0	Politics
8467.0	Politics
8468.0	Technology
8479.0	Business
8482.0	Business
8483.0	Politics
8484.0	Business
8486.0	Politics
8511.0	Politics
8515.0	Business
8537.0	Politics
8559.0	Politics
8563.0	Business
8575.0	Politics
8577.0	Politics
8580.0	Business
8581.0	Technology
8582.0	Politics
8583.0	Politics
8590.0	Politics
8595.0	Politics
8597.0	Business
8599.0	Business
8611.0	Business
8614.0	Politics
8615.0	Technology
8620.0	Politics
8622.0	Politics
8624.0	Business
8625.0	Business
8626.0	Politics
8628.0	Politics
8639.0	Business
8650.0	Business
8651.0	Business
8656.0	Business
8659.0	Business
8660.0	Business
8669.0	Technology
8677.0	Business
8697.0	Politics
8705.0	Business
8709.0	Business
8711.0	Politics
8713.0	Politics
8715.0	Business
8724.0	Business
8728.0	Business
8730.0	Business
8731.0	Business
8733.0	Business
8739.0	Film
8743.0	Politics
8751.0	Business
8752.0	Business
8753.0	Business
8755.0	Politics
8759.0	Business
8760.0	Technology
8766.0	Business
8768.0	Business
8775.0	Business
8779.0	Politics
8798.0	Politics
8800.0	Business
8801.0	Business
8803.0	Business
8810.0	Business
8812.0	Technology
8813.0	Business
8814.0	Politics
8818.0	Politics
8821.0	Technology
8825.0	Politics
8826.0	Business
8828.0	Politics
8831.0	Politics
8832.0	Football
8835.0	Business
8840.0	Politics
8857.0	Politics
8860.0	Politics
8865.0	Football
8872.0	Football
8877.0	Film
8885.0	Football
8888.0	Business
8891.0	Politics
8903.0	Film
8904.0	Business
8906.0	Business
8918.0	Business
8931.0	Film
8932.0	Business
8938.0	Film
8941.0	Business
8946.0	Technology
8948.0	Football
8950.0	Politics
8951.0	Football
8952.0	Football
8956.0	Technology
8960.0	Football
8964.0	Film
8972.0	Football
8978.0	Film
8982.0	Politics
8983.0	Politics
8990.0	Football
8991.0	Politics
9001.0	Business
9010.0	Politics
9014.0	Film
9019.0	Politics
9032.0	Politics
9047.0	Politics
9058.0	Politics
9060.0	Business
9066.0	Business
9083.0	Business
9086.0	Business
9097.0	Politics
9099.0	Technology
9100.0	Politics
9110.0	Business
9114.0	Politics
9134.0	Business
9140.0	Business
9145.0	Politics
9146.0	Politics
9152.0	Politics
9159.0	Politics
9173.0	Film
9175.0	Film
9180.0	Business
9181.0	Business
9186.0	Film
9188.0	Film
9200.0	Film
9202.0	Business
9208.0	Politics
9213.0	Film
9216.0	Film
9220.0	Film
9224.0	Business
9232.0	Business
9235.0	Film
9238.0	Film
9244.0	Film
9254.0	Business
9257.0	Film
9264.0	Film
9274.0	Politics
9283.0	Politics
9284.0	Politics
9287.0	Politics
9288.0	Film
9292.0	Film
9293.0	Business
9294.0	Politics
9296.0	Business
9297.0	Film
9307.0	Business
9308.0	Technology
9310.0	Politics
9317.0	Film
9318.0	Film
9319.0	Film
9325.0	Politics
9333.0	Film
9334.0	Politics
9336.0	Politics
9341.0	Politics
9345.0	Film
9347.0	Film
9359.0	Film
9360.0	Film
9361.0	Technology
9364.0	Film
9368.0	Film
9380.0	Film
9385.0	Film
9389.0	Film
9391.0	Film
9395.0	Film
9397.0	Technology
9420.0	Film
9424.0	Film
9426.0	Politics
9432.0	Technology
9433.0	Film
9437.0	Film
9438.0	Politics
9445.0	Film
9491.0	Politics
9494.0	Film
9495.0	Film
9519.0	Business
9523.0	Film
9525.0	Film
9528.0	Technology
9531.0	Business
9543.0	Film
9545.0	Film
9546.0	Film
9550.0	Film
9567.0	Film
9572.0	Film
9580.0	Technology
9582.0	Film
9583.0	Film
9584.0	Politics
9587.0	Film
9593.0	Film
9594.0	Film
9595.0	Film
9596.0	Film
9609.0	Film
9611.0	Film
9612.0	Film
9616.0	Film
9621.0	Film
9622.0	Film
9624.0	Film
9629.0	Film
9634.0	Film
9639.0	Film
9647.0	Film
9648.0	Film
9649.0	Film
9652.0	Film
9656.0	Film
9658.0	Film
9662.0	Film
9677.0	Film
9679.0	Film
9682.0	Film
9685.0	Film
9697.0	Film
9703.0	Film
9713.0	Film
9725.0	Business
9732.0	Technology
9759.0	Film
9774.0	Film
9775.0	Film
9779.0	Film
9781.0	Film
9782.0	Film
9795.0	Football
9804.0	Film
9806.0	Film
9817.0	Business
9820.0	Football
9823.0	Politics
9830.0	Business
9843.0	Film
9846.0	Film
9850.0	Business
9855.0	Business
9859.0	Business
9869.0	Business
9887.0	Business
9890.0	Film
9892.0	Business
9899.0	Politics
9902.0	Politics
9903.0	Politics
9905.0	Technology
9915.0	Film
9918.0	Business
9921.0	Film
9931.0	Business
9940.0	Business
9942.0	Film
9945.0	Politics
9949.0	Politics
9950.0	Politics
9957.0	Politics
9958.0	Politics
9961.0	Politics
9987.0	Politics
9991.0	Politics
9994.0	Politics
9997.0	Politics
10005.0	Business
10008.0	Politics
10009.0	Business
10010.0	Politics
10012.0	Politics
10016.0	Business
10017.0	Business
10041.0	Film
10042.0	Film
10051.0	Film
10061.0	Football
10065.0	Film
10068.0	Film
10078.0	Film
10081.0	Film
10094.0	Film
10095.0	Film
10100.0	Business
10109.0	Football
10113.0	Film
10117.0	Film
10118.0	Film
10123.0	Film
10129.0	Film
10133.0	Business
10147.0	Film
10149.0	Football
10152.0	Film
10157.0	Film
10161.0	Film
10169.0	Film
10175.0	Politics
10177.0	Film
10186.0	Politics
10191.0	Football
10203.0	Football
10207.0	Football
10208.0	Football
10214.0	Business
10215.0	Football
10216.0	Politics
10221.0	Business
10232.0	Film
10236.0	Business
10237.0	Business
10244.0	Business
10262.0	Politics
10263.0	Film
10268.0	Business
10269.0	Football
10270.0	Football
10272.0	Film
10279.0	Football
10286.0	Football
10288.0	Football
10290.0	Football
10291.0	Politics
10293.0	Football
10294.0	Business
10296.0	Football
10306.0	Football
10309.0	Football
10310.0	Football
10311.0	Football
10315.0	Football
10316.0	Business
10327.0	Football
10329.0	Business
10334.0	Football
10336.0	Football
10337.0	Football
10344.0	Business
10355.0	Football
10366.0	Football
10378.0	Football
10383.0	Film
10389.0	Football
10391.0	Football
10392.0	Football
10399.0	Business
10407.0	Football
10412.0	Football
10422.0	Football
10427.0	Football
10429.0	Football
10432.0	Football
10440.0	Football
10443.0	Football
10444.0	Football
10448.0	Football
10453.0	Football
10460.0	Football
10462.0	Football
10463.0	Football
10464.0	Football
10466.0	Football
10471.0	Football
10474.0	Football
10480.0	Football
10481.0	Football
10483.0	Football
10486.0	Football
10494.0	Football
10496.0	Football
10497.0	Football
10510.0	Football
10516.0	Football
10520.0	Football
10524.0	Football
10535.0	Football
10538.0	Football
10540.0	Football
10545.0	Technology
10546.0	Football
10547.0	Football
10552.0	Football
10575.0	Politics
10579.0	Football
10587.0	Football
10588.0	Football
10593.0	Football
10597.0	Football
10598.0	Football
10617.0	Football
10628.0	Football
10629.0	Football
10633.0	Film
10635.0	Football
10638.0	Football
10644.0	Football
10645.0	Politics
10657.0	Technology
10669.0	Business
10670.0	Technology
10671.0	Football
10674.0	Politics
10694.0	Politics
10697.0	Technology
10698.0	Business
10701.0	Politics
10702.0	Technology
10705.0	Technology
10706.0	Business
10709.0	Technology
10713.0	Technology
10715.0	Politics
10720.0	Technology
10732.0	Technology
10738.0	Technology
10740.0	Technology
10746.0	Technology
10751.0	Politics
10758.0	Technology
10759.0	Technology
10762.0	Football
10771.0	Politics
10773.0	Technology
10781.0	Politics
10782.0	Technology
10783.0	Technology
10797.0	Business
10799.0	Politics
10803.0	Business
10806.0	Business
10813.0	Business
10819.0	Business
10825.0	Business
10831.0	Business
10834.0	Football
10837.0	Business
10844.0	Football
10854.0	Film
10856.0	Football
10858.0	Technology
10861.0	Politics
10867.0	Business
10871.0	Business
10885.0	Technology
10892.0	Business
10899.0	Film
10905.0	Politics
10907.0	Film
10918.0	Film
10920.0	Film
10926.0	Politics
10929.0	Film
10931.0	Film
10948.0	Film
10949.0	Film
10952.0	Film
10954.0	Film
10956.0	Technology
10962.0	Business
10970.0	Politics
10972.0	Politics
10981.0	Film
10987.0	Film
10999.0	Football
11003.0	Football
11014.0	Business
11019.0	Football
11026.0	Football
11033.0	Football
11036.0	Politics
11037.0	Technology
11039.0	Football
11041.0	Business
11042.0	Football
11045.0	Business
11051.0	Technology
11052.0	Politics
11071.0	Politics
11073.0	Politics
11097.0	Business
11098.0	Business
11099.0	Business
11115.0	Business
11132.0	Politics
11141.0	Politics
11147.0	Technology
11152.0	Politics
11154.0	Politics
11169.0	Politics
11170.0	Politics
11180.0	Politics
11181.0	Politics
11185.0	Politics
11188.0	Politics
11190.0	Politics
11192.0	Politics
11203.0	Business
11204.0	Politics
11210.0	Business
11216.0	Politics
11218.0	Business
11221.0	Business
11230.0	Politics
11231.0	Politics
11237.0	Politics
11252.0	Business
11257.0	Politics
11259.0	Politics
11266.0	Business
11270.0	Politics
11271.0	Business
11273.0	Politics
11278.0	Politics
11290.0	Politics
11297.0	Business
11302.0	Politics
11307.0	Politics
11308.0	Business
11315.0	Politics
11316.0	Politics
11319.0	Politics
11320.0	Politics
11331.0	Politics
11335.0	Politics
11336.0	Technology
11344.0	Business
11354.0	Business
11356.0	Business
11359.0	Politics
11386.0	Politics
11387.0	Politics
11395.0	Politics
11397.0	Business
11403.0	Business
11405.0	Politics
11419.0	Business
11439.0	Business
11447.0	Politics
11448.0	Football
11451.0	Politics
11458.0	Politics
11464.0	Football
11467.0	Politics
11470.0	Politics
11483.0	Politics
11489.0	Politics
11490.0	Film
11494.0	Politics
11502.0	Football
11506.0	Business
11509.0	Football
11510.0	Football
11513.0	Football
11515.0	Football
11520.0	Football
11526.0	Football
11530.0	Football
11532.0	Football
11535.0	Football
11554.0	Football
11560.0	Football
11565.0	Football
11569.0	Football
11571.0	Business
11575.0	Football
11577.0	Football
11582.0	Football
11585.0	Football
11587.0	Film
11589.0	Football
11594.0	Football
11595.0	Business
11602.0	Film
11607.0	Football
11610.0	Football
11613.0	Football
11619.0	Football
11624.0	Business
11631.0	Football
11634.0	Football
11643.0	Football
11646.0	Football
11649.0	Football
11650.0	Football
11653.0	Football
11658.0	Football
11665.0	Football
11670.0	Football
11674.0	Football
11678.0	Football
11683.0	Film
11695.0	Football
11702.0	Football
11708.0	Business
11710.0	Football
11715.0	Football
11723.0	Football
11727.0	Business
11740.0	Football
11756.0	Football
11758.0	Business
11759.0	Football
11761.0	Football
11765.0	Film
11769.0	Football
11771.0	Football
11779.0	Football
11785.0	Football
11795.0	Football
11796.0	Football
11802.0	Football
11804.0	Football
11814.0	Football
11821.0	Technology
11824.0	Technology
11833.0	Football
11835.0	Business
11845.0	Business
11852.0	Football
11859.0	Football
11867.0	Technology
11869.0	Football
11876.0	Football
11878.0	Technology
11890.0	Football
11892.0	Football
11900.0	Football
11904.0	Football
11908.0	Business
11910.0	Film
11918.0	Football
11923.0	Football
11930.0	Football
11933.0	Football
11934.0	Football
11938.0	Film
11940.0	Business
11941.0	Football
11943.0	Business
11944.0	Football
11946.0	Business
11959.0	Football
11980.0	Business
11986.0	Football
11989.0	Film
11998.0	Football
12002.0	Football
12003.0	Football
12005.0	Film
12017.0	Football
12030.0	Football
12035.0	Football
12036.0	Football
12038.0	Technology
12041.0	Technology
12042.0	Film
12043.0	Football
12048.0	Football
12060.0	Film
12073.0	Film
12078.0	Film
12082.0	Film
12083.0	Football
12084.0	Football
12085.0	Football
12100.0	Film
12104.0	Film
12118.0	Film
12122.0	Film
12127.0	Film
12134.0	Business
12135.0	Football
12138.0	Football
12140.0	Film
12157.0	Film
12164.0	Football
12166.0	Film
12167.0	Film
12172.0	Film
12190.0	Film
12197.0	Film
12202.0	Football
12204.0	Politics
12206.0	Technology
12207.0	Politics
12212.0	Football
12213.0	Football
12215.0	Film
12218.0	Politics
12223.0	Business
12226.0	Football
12228.0	Football
12229.0	Football
12240.0	Politics
12241.0	Football
12256.0	Football
12266.0	Football
12270.0	Football
12277.0	Football
12279.0	Football
12283.0	Football
12284.0	Politics
12286.0	Film
12295.0	Football
12307.0	Football
12320.0	Football
12321.0	Football
12322.0	Football
12326.0	Football
12327.0	Football
12329.0	Football
12331.0	Football
12337.0	Football
12338.0	Football
12342.0	Film
12343.0	Business
12350.0	Football
12374.0	Business
12376.0	Business
12378.0	Football
12384.0	Football
12387.0	Football
12388.0	Football
12389.0	Football
12393.0	Football
12399.0	Football
12409.0	Football
12417.0	Football
12420.0	Football
12427.0	Football
12439.0	Football
12440.0	Football
12448.0	Football
12458.0	Football
12466.0	Football
12470.0	Football
12476.0	Football
12491.0	Football
12495.0	Business
12502.0	Business
12507.0	Football
12510.0	Football
12519.0	Football
12521.0	Football
12525.0	Football
12526.0	Business
12530.0	Football
12534.0	Football
12535.0	Football
12537.0	Business
12538.0	Football
12539.0	Business
12543.0	Film
12545.0	Football
12549.0	Football
12550.0	Football
12556.0	Business
12562.0	Business
12568.0	Politics
12573.0	Football
12574.0	Politics
12581.0	Politics
12583.0	Politics
12585.0	Politics
12586.0	Football
12587.0	Football
12588.0	Politics
12589.0	Football
12591.0	Football
12597.0	Politics
12599.0	Politics
12600.0	Business
12602.0	Technology
12603.0	Politics
12625.0	Politics
12630.0	Film
12665.0	Politics
12666.0	Business
12674.0	Business
12688.0	Business
12697.0	Film
12698.0	Film
12705.0	Film
12715.0	Politics
12718.0	Film
12724.0	Business
12734.0	Film
12736.0	Film
12740.0	Film
12743.0	Technology
12753.0	Film
12758.0	Film
12764.0	Film
12776.0	Film
12777.0	Film
12779.0	Film
12785.0	Film
12787.0	Film
12791.0	Film
12793.0	Film
12796.0	Film
12800.0	Business
12810.0	Film
12814.0	Film
12817.0	Film
12818.0	Film
12820.0	Film
12824.0	Film
12829.0	Film
12835.0	Film
12851.0	Film
12855.0	Film
12856.0	Film
12857.0	Film
12865.0	Film
12884.0	Film
12885.0	Film
12893.0	Business
12897.0	Technology
12904.0	Film
12909.0	Film
12913.0	Football
12916.0	Film
12920.0	Film
12922.0	Film
12934.0	Film
12940.0	Film
12947.0	Film
12950.0	Film
12952.0	Film
12960.0	Film
12962.0	Film
12974.0	Film
12976.0	Film
12979.0	Business
13009.0	Film
13011.0	Film
13020.0	Film
13028.0	Film
13039.0	Film
13041.0	Film
13042.0	Film
13044.0	Film
13045.0	Film
13048.0	Film
13052.0	Business
13055.0	Business
13056.0	Business
13057.0	Film
13058.0	Film
13077.0	Film
13086.0	Film
13091.0	Film
13095.0	Film
13096.0	Film
13109.0	Business
13111.0	Film
13112.0	Business
13120.0	Film
13122.0	Film
13132.0	Business
13133.0	Film
13135.0	Film
13139.0	Film
13142.0	Business
13144.0	Film
13148.0	Film
13157.0	Film
13158.0	Business
13162.0	Football
13164.0	Politics
13166.0	Business
13171.0	Football
13173.0	Football
13174.0	Politics
13186.0	Film
13187.0	Politics
13188.0	Football
13190.0	Business
13191.0	Politics
13204.0	Politics
13207.0	Football
13210.0	Football
13218.0	Politics
13225.0	Football
13231.0	Football
13236.0	Football
13247.0	Football
13250.0	Football
13254.0	Football
13256.0	Football
13257.0	Football
13262.0	Football
13263.0	Football
13268.0	Football
13272.0	Football
13273.0	Business
13283.0	Football
13284.0	Football
13297.0	Football
13299.0	Football
13304.0	Business
13307.0	Football
13309.0	Football
13313.0	Business
13316.0	Football
13317.0	Football
13339.0	Politics
13349.0	Football
13352.0	Football
13357.0	Football
13358.0	Politics
13364.0	Football
13371.0	Football
13381.0	Football
13394.0	Football
13399.0	Politics
13401.0	Business
13402.0	Business
13404.0	Business
13407.0	Business
13427.0	Football
13430.0	Football
13445.0	Football
13453.0	Football
13455.0	Football
13463.0	Football
13480.0	Film
13485.0	Football
13487.0	Football
13494.0	Football
13500.0	Film
13505.0	Football
13508.0	Football
13509.0	Football
13522.0	Football
13526.0	Football
13527.0	Football
13538.0	Technology
13542.0	Football
13543.0	Football
13551.0	Football
13567.0	Football
13569.0	Football
13574.0	Football
13575.0	Film
13578.0	Football
13583.0	Football
13588.0	Business
13590.0	Football
13609.0	Business
13610.0	Football
13613.0	Football
13616.0	Football
13621.0	Football
13622.0	Football
13623.0	Football
13625.0	Football
13627.0	Football
13631.0	Football
13633.0	Football
13634.0	Football
13643.0	Football
13647.0	Football
13648.0	Business
13657.0	Technology
13661.0	Football
13668.0	Football
13675.0	Technology
13678.0	Business
13679.0	Football
13684.0	Football
13687.0	Football
13691.0	Football
13697.0	Football
13701.0	Football
13709.0	Football
13711.0	Football
13715.0	Football
13717.0	Football
13721.0	Football
13729.0	Football
13733.0	Football
13738.0	Football
13753.0	Football
13760.0	Football
13768.0	Football
13769.0	Football
13770.0	Business
13774.0	Football
13775.0	Football
13776.0	Football
13777.0	Football
13782.0	Football
13785.0	Football
13801.0	Football
13803.0	Football
13807.0	Football
13809.0	Technology
13823.0	Business
13826.0	Film
13827.0	Film
13836.0	Film
13847.0	Politics
13849.0	Film
13851.0	Film
13852.0	Football
13857.0	Film
13871.0	Film
13875.0	Business
13877.0	Business
13879.0	Business
13890.0	Film
13897.0	Business
13905.0	Business
13918.0	Business
13925.0	Business
13938.0	Football
13942.0	Football
13946.0	Football
13954.0	Football
13957.0	Film
13958.0	Technology
13961.0	Politics
13970.0	Football
13975.0	Football
13977.0	Football
13978.0	Football
13985.0	Business
13997.0	Technology
13998.0	Technology
14004.0	Technology
14010.0	Football
14015.0	Technology
14016.0	Technology
14020.0	Football
14022.0	Business
14025.0	Football
14028.0	Business
14030.0	Football
14038.0	Football
14045.0	Football
14054.0	Politics
14056.0	Business
14059.0	Business
14066.0	Politics
14068.0	Football
14071.0	Business
14076.0	Football
14077.0	Technology
14082.0	Business
14095.0	Politics
14105.0	Business
14108.0	Business
14113.0	Business
14116.0	Politics
14130.0	Business
14131.0	Politics
14141.0	Politics
14145.0	Technology
14148.0	Film
14152.0	Business
14153.0	Business
14163.0	Film
14164.0	Politics
14179.0	Technology
14182.0	Football
14184.0	Business
14196.0	Film
14199.0	Film
14200.0	Film
14209.0	Politics
14211.0	Politics
14212.0	Film
14217.0	Politics
14222.0	Politics
14223.0	Politics
14228.0	Politics
14241.0	Business
14243.0	Politics
14246.0	Football
14253.0	Politics
14260.0	Business
14261.0	Business
14268.0	Politics
14270.0	Business
14271.0	Politics
14279.0	Politics
14280.0	Business
14282.0	Football
14288.0	Politics
14289.0	Business
14290.0	Film
14300.0	Business
14304.0	Technology
14309.0	Business
14313.0	Film
14322.0	Business
14323.0	Business
14324.0	Business
14327.0	Business
14328.0	Politics
14334.0	Business
14338.0	Business
14339.0	Business
14345.0	Business
14350.0	Politics
14352.0	Football
14354.0	Business
14358.0	Business
14362.0	Technology
14366.0	Technology
14370.0	Football
14373.0	Football
14380.0	Business
14386.0	Business
14387.0	Business
14388.0	Business
14391.0	Film
14395.0	Football
14398.0	Football
14411.0	Football
14419.0	Film
14422.0	Football
14424.0	Football
14425.0	Football
14430.0	Football
14431.0	Football
14432.0	Football
14434.0	Football
14435.0	Football
14446.0	Football
14448.0	Football
14450.0	Football
14453.0	Business
14454.0	Football
14459.0	Football
14460.0	Football
14464.0	Business
14477.0	Film
14481.0	Business
14483.0	Film
14485.0	Business
14487.0	Business
14488.0	Film
14489.0	Film
14490.0	Business
14494.0	Film
14495.0	Film
14496.0	Film
14504.0	Business
14506.0	Business
14508.0	Business
14514.0	Business
14516.0	Business
14517.0	Film
14525.0	Politics
14529.0	Business
14550.0	Politics
14551.0	Business
14557.0	Film
14572.0	Technology
14579.0	Business
14581.0	Business
14582.0	Politics
14588.0	Politics
14592.0	Politics
14594.0	Politics
14595.0	Business
14597.0	Politics
14602.0	Business
14604.0	Politics
14609.0	Politics
14616.0	Politics
14618.0	Politics
14621.0	Politics
14622.0	Politics
14624.0	Business
14627.0	Football
14629.0	Politics
14631.0	Football
14632.0	Politics
14633.0	Business
14643.0	Business
14645.0	Business
14649.0	Business
14652.0	Business
14653.0	Business
14659.0	Politics
14660.0	Politics
14676.0	Technology
14677.0	Business
14679.0	Business
14683.0	Business
14684.0	Politics
14685.0	Politics
14689.0	Politics
14690.0	Business
14694.0	Politics
14695.0	Politics
14703.0	Technology
14706.0	Business
14709.0	Politics
14712.0	Business
14713.0	Politics
14718.0	Politics
14720.0	Politics
14722.0	Politics
14730.0	Business
14737.0	Technology
14740.0	Technology
14742.0	Politics
14743.0	Politics
14746.0	Politics
14748.0	Politics
14750.0	Technology
14755.0	Film
14756.0	Film
14762.0	Film
14763.0	Business
14765.0	Film
14766.0	Technology
14773.0	Film
14774.0	Film
14775.0	Film
14780.0	Business
14787.0	Business
14795.0	Politics
14796.0	Business
14799.0	Film
14801.0	Politics
14803.0	Politics
14807.0	Business
14813.0	Film
14821.0	Film
14828.0	Football
14837.0	Business
14838.0	Football
14840.0	Football
14841.0	Football
14850.0	Technology
14855.0	Business
14856.0	Politics
14859.0	Business
14863.0	Politics
14865.0	Politics
14868.0	Business
14879.0	Business
14885.0	Business
14889.0	Politics
14891.0	Politics
14892.0	Business
14899.0	Business
14900.0	Film
14916.0	Politics
14934.0	Football
14939.0	Football
14940.0	Football
14941.0	Football
14953.0	Football
14965.0	Business
14968.0	Football
14979.0	Football
14987.0	Football
14992.0	Football
15000.0	Football
15003.0	Football
15013.0	Football
15018.0	Football
15026.0	Football
15027.0	Football
15029.0	Football
15034.0	Film
15035.0	Football
15038.0	Football
15041.0	Football
15052.0	Technology
15054.0	Technology
15055.0	Film
15056.0	Football
15072.0	Football
15089.0	Football
15090.0	Football
15092.0	Football
15098.0	Football
15117.0	Politics
15119.0	Technology
15125.0	Film
15126.0	Film
15129.0	Film
15139.0	Film
15143.0	Film
15154.0	Business
15170.0	Film
15174.0	Film
15178.0	Film
15179.0	Film
15183.0	Technology
15184.0	Film
15186.0	Film
15200.0	Football
15201.0	Football
15221.0	Football
15224.0	Football
15225.0	Football
15228.0	Football
15234.0	Football
15236.0	Football
15239.0	Football
15249.0	Football
15251.0	Football
15256.0	Football
15260.0	Football
15264.0	Football
15267.0	Business
15269.0	Football
15272.0	Football
15273.0	Business
15276.0	Business
15278.0	Business
15284.0	Football
15290.0	Football
15298.0	Film
15299.0	Football
15302.0	Football
15304.0	Business
15305.0	Football
15315.0	Technology
15321.0	Football
15322.0	Business
15325.0	Film
15332.0	Football
15333.0	Film
